id,verse_id,word_position,text_arabic,transliteration,translation_english,created_at,updated_at,grammar_info
3408,651,1,كِرَامٗا,kirāman,Noble,2025-12-08 23:34:42.102718+00,2025-12-08 23:59:14.953265+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:كرم"",""masculine plural"",""accusative""],""part_of_speech"":""Noun""}"
3409,651,2,كَٰتِبِينَ,kātibīna,recording,2025-12-08 23:34:42.102718+00,2025-12-08 23:59:14.992947+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:كتب"",""masculine plural"",""accusative""],""part_of_speech"":""Noun""}"
3410,652,1,يَعۡلَمُونَ,yaʿlamūna,They know,2025-12-08 23:34:42.162488+00,2025-12-08 23:59:15.11942+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:علم""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
3411,652,2,مَا,mā,whatever,2025-12-08 23:34:42.162488+00,2025-12-08 23:59:15.159566+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3412,652,3,تَفۡعَلُونَ,tafʿalūna,you do,2025-12-08 23:34:42.162488+00,2025-12-08 23:59:15.20144+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:فعل""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""second""}"
3413,653,1,إِنَّ,inna,Indeed,2025-12-08 23:34:42.212848+00,2025-12-08 23:59:15.347863+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
3414,653,2,ٱلۡأَبۡرَارَ,l-abrāra,the righteous,2025-12-08 23:34:42.212848+00,2025-12-08 23:59:15.39035+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:برر"",""masculine plural"",""accusative""],""part_of_speech"":""Noun""}"
3415,653,3,لَفِي,lafī,(will be) surely in,2025-12-08 23:34:42.212848+00,2025-12-08 23:59:15.431362+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
3416,653,4,نَعِيمٖ,naʿīmin,bliss,2025-12-08 23:34:42.212848+00,2025-12-08 23:59:15.477649+00,"{""case"":""genitive"",""features"":[""root:نعم"",""genitive""],""part_of_speech"":""Noun""}"
3417,654,1,وَإِنَّ,wa-inna,And indeed,2025-12-08 23:34:42.265168+00,2025-12-08 23:59:15.6977+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
3418,654,2,ٱلۡفُجَّارَ,l-fujāra,the wicked,2025-12-08 23:34:42.265168+00,2025-12-08 23:59:15.770784+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:فجر"",""masculine plural"",""accusative""],""part_of_speech"":""Noun""}"
3419,654,3,لَفِي,lafī,(will be) surely in,2025-12-08 23:34:42.265168+00,2025-12-08 23:59:15.839103+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
3420,654,4,جَحِيمٖ,jaḥīmin,Hellfire,2025-12-08 23:34:42.265168+00,2025-12-08 23:59:15.897714+00,"{""case"":""genitive"",""features"":[""root:جحم"",""genitive""],""part_of_speech"":""Noun""}"
3421,655,1,يَصۡلَوۡنَهَا,yaṣlawnahā,They will burn (in) it,2025-12-08 23:34:42.313745+00,2025-12-08 23:59:16.016231+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:صلي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
3422,655,2,يَوۡمَ,yawma,(on the) Day,2025-12-08 23:34:42.313745+00,2025-12-08 23:59:16.069391+00,"{""case"":""accusative"",""features"":[""root:يوم"",""accusative""],""part_of_speech"":""Noun""}"
3423,655,3,ٱلدِّينِ,l-dīni,(of) the Judgment,2025-12-08 23:34:42.313745+00,2025-12-08 23:59:16.111922+00,"{""case"":""genitive"",""features"":[""root:دين"",""genitive""],""part_of_speech"":""Noun""}"
3424,656,1,وَمَا,wamā,And not,2025-12-08 23:34:42.3666+00,2025-12-08 23:59:16.254244+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3425,656,2,هُمۡ,hum,they,2025-12-08 23:34:42.3666+00,2025-12-08 23:59:16.296184+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
3426,656,3,عَنۡهَا,ʿanhā,from it,2025-12-08 23:34:42.3666+00,2025-12-08 23:59:16.338831+00,"{""gender"":""feminine"",""number"":""singular"",""features"":[""feminine singular""],""part_of_speech"":""Particle""}"
3427,656,4,بِغَآئِبِينَ,bighāibīna,(will be) absent,2025-12-08 23:34:42.3666+00,2025-12-08 23:59:16.385987+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3428,657,1,وَمَآ,wamā,And what,2025-12-08 23:34:42.417731+00,2025-12-08 23:59:16.524501+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3429,657,2,أَدۡرَىٰكَ,adrāka,can make you know,2025-12-08 23:34:42.417731+00,2025-12-08 23:59:16.564964+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:دري""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3430,657,3,مَا,mā,what,2025-12-08 23:34:42.417731+00,2025-12-08 23:59:16.60421+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3431,657,4,يَوۡمُ,yawmu,(is the) Day,2025-12-08 23:34:42.417731+00,2025-12-08 23:59:16.647493+00,"{""case"":""nominative"",""features"":[""root:يوم"",""nominative""],""part_of_speech"":""Noun""}"
3432,657,5,ٱلدِّينِ,l-dīni,(of) the Judgment,2025-12-08 23:34:42.417731+00,2025-12-08 23:59:16.689046+00,"{""case"":""genitive"",""features"":[""root:دين"",""genitive""],""part_of_speech"":""Noun""}"
3433,658,1,ثُمَّ,thumma,Then,2025-12-08 23:34:42.470707+00,2025-12-08 23:59:16.812928+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3434,658,2,مَآ,mā,what,2025-12-08 23:34:42.470707+00,2025-12-08 23:59:16.854281+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3435,658,3,أَدۡرَىٰكَ,adrāka,can make you know,2025-12-08 23:34:42.470707+00,2025-12-08 23:59:16.893034+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:دري""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3436,658,4,مَا,mā,what,2025-12-08 23:34:42.470707+00,2025-12-08 23:59:16.93277+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3437,658,5,يَوۡمُ,yawmu,(is the) Day,2025-12-08 23:34:42.470707+00,2025-12-08 23:59:16.974918+00,"{""case"":""nominative"",""features"":[""root:يوم"",""nominative""],""part_of_speech"":""Noun""}"
3438,658,6,ٱلدِّينِ,l-dīni,(of) the Judgment,2025-12-08 23:34:42.470707+00,2025-12-08 23:59:17.016218+00,"{""case"":""genitive"",""features"":[""root:دين"",""genitive""],""part_of_speech"":""Noun""}"
3439,659,1,يَوۡمَ,yawma,(The) Day,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.144669+00,"{""case"":""accusative"",""features"":[""root:يوم"",""accusative""],""part_of_speech"":""Noun""}"
3440,659,2,لَا,lā,not,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.184646+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
3441,659,3,تَمۡلِكُ,tamliku,will have power,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.245389+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:ملك"",""feminine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
3442,659,4,نَفۡسٞ,nafsun,a soul,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.286307+00,"{""case"":""nominative"",""gender"":""feminine"",""number"":""singular"",""features"":[""root:نفس"",""feminine singular"",""nominative""],""part_of_speech"":""Noun""}"
3443,659,5,لِّنَفۡسٖ,linafsin,for a soul,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.329601+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3444,659,6,شَيۡـٔٗاۖ,shayan,anything,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.36984+00,"{""case"":""accusative"",""features"":[""root:شيأ"",""accusative""],""part_of_speech"":""Noun""}"
3445,659,7,وَٱلۡأَمۡرُ,wal-amru,and the Command,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.409667+00,"{""case"":""nominative"",""features"":[""root:أمر"",""nominative""],""part_of_speech"":""Noun""}"
3446,659,8,يَوۡمَئِذٖ,yawma-idhin,that Day,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.452254+00,"{""features"":[""root:يوم""],""part_of_speech"":""Noun""}"
3447,659,9,لِّلَّهِ,lillahi,(will be) with Allah,2025-12-08 23:34:42.518546+00,2025-12-08 23:59:17.49296+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3448,660,1,وَيۡلٞ,waylun,Woe,2025-12-08 23:34:42.722681+00,2025-12-08 23:59:17.755357+00,"{""case"":""nominative"",""features"":[""nominative""],""part_of_speech"":""Noun""}"
3449,660,2,لِّلۡمُطَفِّفِينَ,lil'muṭaffifīna,to those who give less,2025-12-08 23:34:42.722681+00,2025-12-08 23:59:17.796874+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3450,661,1,ٱلَّذِينَ,alladhīna,Those who,2025-12-08 23:34:42.775071+00,2025-12-08 23:59:17.922585+00,"{""gender"":""masculine"",""number"":""plural"",""features"":[""masculine plural""],""part_of_speech"":""Noun""}"
3451,661,2,إِذَا,idhā,when,2025-12-08 23:34:42.775071+00,2025-12-08 23:59:17.960845+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3452,661,3,ٱكۡتَالُواْ,ik'tālū,they take a measure,2025-12-08 23:34:42.775071+00,2025-12-08 23:59:18.001331+00,"{""form"":""8"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:كيل""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
3453,661,4,عَلَى,ʿalā,from,2025-12-08 23:34:42.775071+00,2025-12-08 23:59:18.044572+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3454,661,5,ٱلنَّاسِ,l-nāsi,the people,2025-12-08 23:34:42.775071+00,2025-12-08 23:59:18.087603+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:أنس"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
3455,661,6,يَسۡتَوۡفُونَ,yastawfūna,they take in full,2025-12-08 23:34:42.775071+00,2025-12-08 23:59:18.140111+00,"{""form"":""10"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""features"":[""verb"",""pronoun"",""root:وفي""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
3456,662,1,وَإِذَا,wa-idhā,But when,2025-12-08 23:34:42.822796+00,2025-12-08 23:59:18.261928+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3457,662,2,كَالُوهُمۡ,kālūhum,they give by measure (to) them,2025-12-08 23:34:42.822796+00,2025-12-08 23:59:18.312419+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:كيل""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
3458,662,3,أَو,aw,or,2025-12-08 23:34:42.822796+00,2025-12-08 23:59:18.367459+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3459,662,4,وَّزَنُوهُمۡ,wazanūhum,they weigh (for) them,2025-12-08 23:34:42.822796+00,2025-12-08 23:59:18.409298+00,"{""form"":""1"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""person"":""first"",""features"":[""verb"",""pronoun"",""root:وزن""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
3460,662,5,يُخۡسِرُونَ,yukh'sirūna,they give less,2025-12-08 23:34:42.822796+00,2025-12-08 23:59:18.472919+00,"{""form"":""4"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""features"":[""verb"",""pronoun"",""root:خسر""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""plural"",""pronoun_person"":""third""}"
3461,663,1,أَلَا,alā,Do not,2025-12-08 23:34:42.869124+00,2025-12-08 23:59:18.609974+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3462,663,2,يَظُنُّ,yaẓunnu,think,2025-12-08 23:34:42.869124+00,2025-12-08 23:59:18.650272+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:ظنن"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
3463,663,3,أُوْلَـٰٓئِكَ,ulāika,those,2025-12-08 23:34:42.869124+00,2025-12-08 23:59:18.693205+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3464,663,4,أَنَّهُم,annahum,that they,2025-12-08 23:34:42.869124+00,2025-12-08 23:59:18.737744+00,"{""case"":""accusative"",""gender"":""masculine"",""number"":""plural"",""features"":[""accusative"",""masculine plural""],""part_of_speech"":""Particle""}"
3465,663,5,مَّبۡعُوثُونَ,mabʿūthūna,(will be) resurrected,2025-12-08 23:34:42.869124+00,2025-12-08 23:59:18.781805+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:بعث"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
3466,664,1,لِيَوۡمٍ,liyawmin,For a Day,2025-12-08 23:34:42.920861+00,2025-12-08 23:59:18.91267+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3467,664,2,عَظِيمٖ,ʿaẓīmin,Great,2025-12-08 23:34:42.920861+00,2025-12-08 23:59:18.957346+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""singular"",""features"":[""root:عظم"",""masculine singular"",""genitive""],""part_of_speech"":""Noun""}"
3468,665,1,يَوۡمَ,yawma,(The) Day,2025-12-08 23:34:42.986647+00,2025-12-08 23:59:19.098039+00,"{""case"":""accusative"",""features"":[""root:يوم"",""accusative""],""part_of_speech"":""Noun""}"
3469,665,2,يَقُومُ,yaqūmu,will stand,2025-12-08 23:34:42.986647+00,2025-12-08 23:59:19.139934+00,"{""form"":""1"",""mood"":""indicative"",""tense"":""present"",""voice"":""active"",""aspect"":""imperfect"",""gender"":""masculine"",""number"":""plural"",""person"":""first"",""features"":[""root:قوم"",""masculine singular"",""masculine plural""],""part_of_speech"":""Verb""}"
3470,665,3,ٱلنَّاسُ,l-nāsu,mankind,2025-12-08 23:34:42.986647+00,2025-12-08 23:59:19.18049+00,"{""case"":""nominative"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:أنس"",""masculine plural"",""nominative""],""part_of_speech"":""Noun""}"
3471,665,4,لِرَبِّ,lirabbi,before (the) Lord,2025-12-08 23:34:42.986647+00,2025-12-08 23:59:19.220958+00,"{""case"":""genitive"",""features"":[""preposition"",""noun""],""part_of_speech"":""preposition_noun""}"
3472,665,5,ٱلۡعَٰلَمِينَ,l-ʿālamīna,(of) the worlds,2025-12-08 23:34:42.986647+00,2025-12-08 23:59:19.26345+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:علم"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
3473,666,1,كَلَّآ,kallā,Nay,2025-12-08 23:34:43.040547+00,2025-12-08 23:59:19.3923+00,"{""features"":[""particle""],""part_of_speech"":""Particle""}"
3474,666,2,إِنَّ,inna,Indeed,2025-12-08 23:34:43.040547+00,2025-12-08 23:59:19.432445+00,"{""case"":""accusative"",""features"":[""accusative""],""part_of_speech"":""Particle""}"
3475,666,3,كِتَٰبَ,kitāba,(the) record,2025-12-08 23:34:43.040547+00,2025-12-08 23:59:19.474945+00,"{""case"":""accusative"",""features"":[""root:كتب"",""accusative""],""part_of_speech"":""Noun""}"
3476,666,4,ٱلۡفُجَّارِ,l-fujāri,(of) the wicked,2025-12-08 23:34:43.040547+00,2025-12-08 23:59:19.51587+00,"{""case"":""genitive"",""gender"":""masculine"",""number"":""plural"",""features"":[""root:فجر"",""masculine plural"",""genitive""],""part_of_speech"":""Noun""}"
3477,666,5,لَفِي,lafī,(is) surely in,2025-12-08 23:34:43.040547+00,2025-12-08 23:59:19.558866+00,"{""features"":[""preposition""],""part_of_speech"":""Preposition""}"
3478,666,6,سِجِّينٖ,sijjīnin,Sijjin,2025-12-08 23:34:43.040547+00,2025-12-08 23:59:19.601819+00,"{""case"":""genitive"",""features"":[""root:سجن"",""genitive""],""part_of_speech"":""Noun""}"
3479,667,1,وَمَآ,wamā,And what,2025-12-08 23:34:43.091928+00,2025-12-08 23:59:19.737667+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3480,667,2,أَدۡرَىٰكَ,adrāka,can make you know,2025-12-08 23:34:43.091928+00,2025-12-08 23:59:19.776308+00,"{""form"":""4"",""tense"":""past"",""voice"":""active"",""aspect"":""perfect"",""features"":[""verb"",""pronoun"",""root:دري""],""part_of_speech"":""verb_pronoun"",""pronoun_gender"":""masculine"",""pronoun_number"":""singular"",""pronoun_person"":""second""}"
3481,667,3,مَا,mā,what,2025-12-08 23:34:43.091928+00,2025-12-08 23:59:19.820977+00,"{""features"":[""noun""],""part_of_speech"":""Noun""}"
3482,667,4,سِجِّينٞ,sijjīnun,(is) Sijjin,2025-12-08 23:34:43.091928+00,2025-12-08 23:59:19.8672+00,"{""case"":""nominative"",""features"":[""root:سجن"",""nominative""],""part_of_speech"":""Noun""}"
